"x","y"
7.6411180337891,7.37290424815158
5.85486480034888,5.65991091334454
13.1425837706774,12.8376007910257
9.6758667845279,8.64638083947857
18.9046048047021,19.034702849691
5.38271489087492,6.02028749916005
9.09443729557097,7.90826752675956
6.47881481330842,7.01655478335898
8.58919745311141,7.5747268173124
14.0264092106372,13.1302747339737
1.5726309735328,0.412934625125795
17.5197555730119,17.7518936866575
8.15596356056631,6.74799089179169
18.0233907187358,19.0115306378969
4.99382979236543,4.7948012233988
3.0822486942634,2.41368413525455
14.2422335874289,13.8026155806418
18.0554908979684,19.3776595334425
16.5025830082595,16.6612172694473
5.1567510003224,5.23564523558781
3.70884571690112,3.76103233609047
13.1100620515645,14.1131167197352
9.22550969291478,9.57404637300375
13.617628281936,12.9001638244062
5.23214932531118,6.05626442784706
19.4984006974846,18.7552683542764
3.13155569136143,2.79761909463918
15.6942242197692,14.4875817786883
15.9082794329152,15.1251751628165
2.59761482011527,2.2650228261257
18.9508072985336,19.8513554814389
7.31419807765633,7.36380815001593
7.85788587294519,7.71404079360149
3.68594088125974,3.50153919298292
16.4268268318847,16.0848972409568
11.2797378003597,12.4095887496992
1.62145397160202,0.832044680064125
7.49399859458208,5.81175794568394
18.4350632689893,19.3141328051751
19.3443771172315,19.4201379805267
11.7655378207564,14.1420048329661
1.23936801683158,0.740209772087636
11.1340029723942,12.073943496376
19.303251542151,19.4284010996812
5.27727239765227,6.62557349663567
12.6163269812241,11.8336691447328
13.0834566010162,13.1490498423538
1.76164645701647,1.53161039107421
3.8218224234879,4.22544456134486
9.41277826204896,8.70998642655274
