"x","y"
-9.8836780023495,-1.67615141321789
-9.64416471542791,-0.982705427987757
-9.3371588585987,-1.7763993239516
-8.75230718703408,-1.21086207409476
-8.6903106351383,-1.3689353197182
-8.30262048702155,-1.15835344730297
-8.07552306136737,-1.45464371240814
-7.39321738769788,-2.03333264421176
-7.12829960742965,-2.19584571285857
-6.69085465072255,-1.47956765507161
-6.69085465072255,-1.66387269177576
-6.69085465072255,-1.81316523041066
-6.55222316904526,-1.7498675103003
-5.86755157038126,-1.92599922868174
-5.27931800755184,-1.8242325466254
-5.21638974946524,-2.06170574515335
-4.69693946131017,-2.41841292141534
-4.23792655568659,-1.92219976934366
-3.61445018334226,-1.58190323813838
-2.87145340704315,-1.37083917275954
-2.68381683277853,-1.94159515887761
-2.03576123164523,-1.99104639007459
-1.5701516440493,-1.69138230614555
-1.5701516440493,-1.96420568555356
-1.5701516440493,-2.11074651319053
-1.41675495232145,-2.50513161984327
-1.02132046362385,-2.3707639160194
-1.02132046362385,-1.86976268246388
-1.02132046362385,-2.42955142641859
-0.501905456961443,-1.68344751625177
-0.222146900459414,-2.40353436787199
0.331575793347188,-2.05719162738018
0.497741667952921,-1.99871881298997
0.514440888073295,-2.00173172474158
1.38884353761872,-1.9389847124288
1.44421153380314,-1.80376068494472
2.27490344805465,-1.99646224560572
2.63149608370094,-2.01916249664577
2.9838675636399,-1.88067405642987
3.57377908536277,-2.02791740687137
3.63946522818878,-1.43281061709236
4.06309297907033,-2.51900417653226
4.32708106502624,-1.5421095698661
5.19790544274396,-1.85839911202332
5.50667060117814,-1.63071651537125
5.50667060117814,-1.46111664302906
5.50667060117814,-1.50674217951046
5.74249072676702,-1.93434695973767
6.51082175916859,-1.19165275217514
6.51082175916859,-2.14776638075016
6.51082175916859,-1.401704688119
6.95480783004314,-1.76652601640823
6.96539175131225,-2.18707604963963
7.1775501999738,-2.14760633960083
7.8274785972289,-1.43629091144748
8.40073368855796,-0.768361097378998
8.92309131333604,-1.28101471206759
8.95712832720684,-1.01892337868111
9.2341680819213,-1.06624030646058
9.89210609812289,-1.4135544789113
